##############################################################################################################################################################################################################
# PDG MC Codes and Data
# mass and width(gamma) are in GeV.
# not all the mass/width are correct, uncertainties dMass and dWidth are missing.
##########################################################################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# Quarks
##############################################################################################################################################################################################################
electron                      e^{-}                                      11    -1.000       0.548580       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0         1
nu_electron                   #nu_{e}                                    12     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0        10
muon                          #mu^{-}                                    13    -1.000       0.105658       0.000000       0.000002       0.000000       0.5       0.0       0.0         0         0       100
nu_muon                       #nu_{#mu}                                  14     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0      1000
tau                           #tau^{-}                                   15    -1.000       1.776930       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0     10000
nu_Tau                        #nu_{#tau}                                 16     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0    100000
electron_bar                  e^{+}                                     -11     1.000       0.548580       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0        -1
nu_electron_bar               #bar{#nu}_{e}                             -12     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0       -10
muon_bar                      #mu^{+}                                   -13     1.000       0.105658       0.000000       0.000002       0.000000       0.5       0.0       0.0         0         0      -100
nu_muon_bar                   #bar{#nu}_{#mu}                           -14     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0     -1000
tau_bar                       #tau^{+}                                  -15     1.000       1.776930       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0    -10000
nu_tau_bar                    #bar{#nu}_{#tau}                          -16     0.000       0.000000       0.000000       0.000000       0.000000       0.5       0.0       0.0         0         0   -100000
##############################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# gauge and higgs bosons
##############################################################################################################################################################################################################
gamma                         #gamma                                     22     0.000       0.000000       0.000000       0.000000       0.000000       1.0       0.0       0.0         0         0         0
Zzero                         Z^{0}                                      23     0.000      91.188000       0.000000       2.495500       0.000000       1.0       0.0       0.0         0         0         0
Wplus                         W^{+}                                      24     1.000      80.369200       0.000000       2.140000       0.000000       1.0       0.0       0.0         0         0         0
Wminus                        W^{-}                                     -24    -1.000      80.369200       0.000000       2.140000       0.000000       1.0       0.0       0.0         0         0         0
Higgs                         H^{0}                                      25     0.000     125.200000       0.000000       3.700000       0.000000       1.0       0.0       0.0         0         0         0
##############################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# "light" mesons
##############################################################################################################################################################################################################
f01710zero                    f_0^{0}(1710)                           10331     0.000       1.715000       0.000000       0.125000       0.000000       0.0       0.0       0.0        11        11         0
rho1700plus                   #rho^{+}(1700)                          30213     1.000       1.700000       0.000000       0.240000       0.000000       1.0       1.0       1.0        11        11         0
